Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-November-2009,802.00,838.45,730.00,831.70,807.352732208143702714,1505998,43298,1215871600.00,189702,12.60,108.45,29.70
26-November-2009,860.00,860.00,820.05,826.80,838.592498287740219975,1116945,29788,936661698.00,209215,18.73,39.95,-33.20
25-November-2009,875.00,885.80,838.00,852.10,860.564445919183889308,1142198,30736,982934989.00,75366,6.60,47.80,-22.90
24-November-2009,880.00,885.60,858.20,867.20,870.910927772400132132,868823,22732,756667445.00,78958,9.09,27.40,-12.80
23-November-2009,869.80,889.35,867.00,876.40,880.645238273098969616,1003995,26280,884163416.00,79000,7.87,22.35,6.60
20-November-2009,885.00,890.00,848.40,866.25,865.977105944813960979,1586307,42030,1373705545.00,208591,13.15,41.60,-18.75
19-November-2009,900.00,922.00,885.15,890.85,902.776562729807772611,1353033,38068,1221486481.00,113779,8.41,36.85,-9.15
18-November-2009,892.70,925.00,878.00,908.25,908.082699609129316618,3036810,73831,2757674623.00,322707,10.63,47.00,15.55
17-November-2009,840.00,899.40,825.00,894.05,869.376256068018281282,3505881,73585,3047929698.00,773083,22.05,74.40,54.05
16-November-2009,827.00,846.50,827.00,838.00,839.561848749666600173,892322,22895,749159508.00,114487,12.83,19.50,11.00
13-November-2009,808.00,830.00,805.00,822.75,820.604413981488127918,1030906,27249,845966014.00,124521,12.08,25.00,14.75
12-November-2009,836.00,836.00,800.70,807.45,816.196969422189733366,1433654,32082,1170144050.00,225615,15.74,35.30,-28.55
11-November-2009,813.70,839.90,804.05,833.70,826.488868984718156207,1359849,30700,1123900062.00,377677,27.77,35.85,20.00
10-November-2009,820.00,837.70,795.05,806.95,815.418887872521773204,1602658,37845,1306837604.00,134728,8.41,42.65,-13.05
9-November-2009,785.00,813.90,778.50,809.65,799.508441597188411537,1156357,30969,924517183.00,145743,12.60,35.40,24.65
6-November-2009,802.00,814.90,774.50,783.70,794.432376033206927936,1940318,48895,1541451439.00,204114,10.52,40.40,-18.30
5-November-2009,728.00,799.00,719.95,793.60,758.716107055378937640,2340583,54966,1775838022.00,251856,10.76,79.05,65.60
4-November-2009,719.70,731.85,690.00,723.35,709.039753127263635821,1323921,31140,938712619.00,208691,15.76,41.85,3.65
3-November-2009,730.00,744.70,680.50,693.05,711.513271156785669489,1411143,35004,1004046972.00,214236,15.18,64.20,-36.95
30-October-2009,739.70,800.00,736.00,745.65,749.345982688044579896,1396145,36617,1046195647.00,154789,11.09,64.00,5.95
29-October-2009,752.00,755.90,726.00,731.55,742.833969719781608476,1103889,29655,820006248.00,242649,21.98,29.90,-20.45
28-October-2009,789.00,795.80,764.10,769.00,779.560299738284918540,1268173,35568,988617324.00,231020,18.22,31.70,-20.00
27-October-2009,853.00,855.00,788.35,792.35,816.878054941535401005,1270769,34152,1038063309.00,336512,26.48,66.65,-60.65
26-October-2009,880.00,882.70,855.00,859.30,866.019021195543456517,804839,22218,697005883.00,93156,11.57,27.70,-20.70
23-October-2009,901.00,907.80,870.15,874.05,886.644885625162464257,1077160,28029,955058405.00,240442,22.32,37.65,-26.95
22-October-2009,911.00,915.90,888.50,894.15,901.992562616727243442,844383,21706,761627186.00,151816,17.98,27.40,-16.85
21-October-2009,901.55,935.00,901.55,916.10,925.176173523123592812,634244,16786,586787437.00,87018,13.72,33.45,14.55
20-October-2009,942.00,945.70,923.25,927.25,934.195507413763160355,823401,18807,769217515.00,119266,14.48,22.45,-14.75
17-October-2009,950.00,953.00,928.00,937.35,940.605762346480358140,254202,7247,239103866.00,79147,31.14,25.00,-12.65
16-October-2009,939.70,950.00,930.00,942.80,942.764812886536856675,793262,20813,747859501.00,102147,12.88,20.00,3.10
15-October-2009,947.90,953.00,930.00,938.15,941.123248966973216487,1330072,34729,1251761682.00,102625,7.72,23.00,-9.75
14-October-2009,961.00,972.90,929.00,935.00,950.011729989514057733,1780479,44842,1691475935.00,337479,18.95,43.90,-26.00
12-October-2009,915.00,953.90,912.00,950.60,934.994085648570698404,1862588,47508,1741508764.00,348910,18.73,41.90,35.60
9-October-2009,916.50,939.70,904.00,907.95,924.318405972948085272,1729933,42323,1599008913.00,196466,11.36,35.70,-8.55
8-October-2009,916.80,921.00,906.00,912.80,913.620490037991363399,909154,23385,830621723.00,95217,10.47,15.00,-4.00
7-October-2009,910.00,927.90,901.15,908.55,914.957713370559456602,1822018,43756,1667069423.00,119365,6.55,26.75,-1.45
6-October-2009,908.80,908.80,868.00,903.05,889.249531763993688224,1301694,34349,1157530780.00,99094,7.61,40.80,-5.75
5-October-2009,897.70,921.00,893.00,897.55,907.980327567269244712,924085,24260,839051001.00,138900,15.03,28.00,-0.15
1-October-2009,917.00,922.00,906.20,911.50,913.955588779990128601,694937,17144,635141555.00,76068,10.95,15.80,-5.50
30-September-2009,907.00,923.90,901.25,917.05,916.556334839708308455,706774,19134,647798187.00,96891,13.71,22.65,10.05
29-September-2009,915.00,922.00,903.10,906.70,911.672721539861047183,551842,14554,503099298.00,83590,15.15,18.90,-8.30
25-September-2009,910.00,919.50,900.00,906.55,909.322189271849520591,968797,24745,880948609.00,83687,8.64,19.50,-3.45
24-September-2009,899.00,920.00,890.25,914.40,904.159576960035016807,1169724,27431,1057617157.00,251069,21.46,29.75,15.40
23-September-2009,925.25,940.00,905.15,907.90,918.082658141606834023,1144860,26476,1051076112.00,254589,22.24,34.85,-17.35
22-September-2009,934.00,944.50,923.00,935.35,935.057304113401165318,1149900,30950,1075222394.00,131521,11.44,21.50,1.35
18-September-2009,906.00,935.00,895.50,929.80,917.350908530614034660,1641992,43304,1506282853.00,205748,12.53,39.50,23.80
17-September-2009,933.35,937.00,904.25,910.70,915.974992328617160676,964624,25124,883571461.00,129093,13.38,32.75,-22.65
16-September-2009,924.05,933.40,916.80,924.75,924.755211912335576100,941545,24556,870698646.00,130697,13.88,16.60,0.70
15-September-2009,888.00,924.50,887.00,916.00,905.860001309083142281,1161118,28464,1051810353.00,198557,17.10,37.50,28.00
14-September-2009,900.00,900.00,876.00,882.75,885.096300788356579745,981155,23752,868416661.00,98063,9.99,24.00,-17.25
11-September-2009,918.00,921.00,888.55,900.25,902.713122309107535622,1378957,32219,1244802579.00,124533,9.03,32.45,-17.75
10-September-2009,931.25,941.90,903.00,908.15,922.158790278092445608,1593391,38864,1469359517.00,178142,11.18,38.90,-23.10
9-September-2009,915.00,923.00,904.70,916.05,914.093673333006120145,1324315,34853,1210547963.00,106691,8.06,18.30,1.05
8-September-2009,930.00,939.00,906.50,911.85,924.859814516460636146,1605102,40296,1484494338.00,210429,13.11,32.50,-18.15
7-September-2009,908.10,926.90,908.10,921.65,921.229584364716084976,1218833,31682,1122825018.00,233036,19.12,18.80,13.55
4-September-2009,896.30,907.40,876.70,904.90,895.913101053981996880,1644715,38511,1473521716.00,156868,9.54,30.70,8.60
3-September-2009,900.00,918.20,885.05,889.25,903.610524081701814227,2313437,50060,2090446020.00,221932,9.59,33.15,-10.75
2-September-2009,859.35,903.00,850.05,892.95,887.932686825408650885,2630852,59256,2336019485.00,316446,12.03,52.95,33.60
1-September-2009,876.00,909.80,856.30,863.05,884.836457490927629541,2489151,55912,2202491553.00,354539,14.24,53.50,-12.95
31-August-2009,858.00,880.20,853.10,871.35,870.469652056041304214,2061194,46414,1794206824.00,181131,8.79,27.10,13.35
28-August-2009,848.70,875.90,832.00,872.50,858.504860094201476426,2119712,51843,1819783054.00,330012,15.57,43.90,23.80
27-August-2009,829.40,859.00,825.50,836.10,842.328673181037616281,1876262,47338,1580429281.00,213116,11.36,33.50,6.70
26-August-2009,829.35,839.90,824.00,835.15,832.574776357692535119,1183810,30506,985610346.00,119742,10.11,15.90,5.80
25-August-2009,825.00,828.30,807.20,822.40,819.029165121381663022,1318527,35328,1079912068.00,82340,6.24,21.10,-2.60
24-August-2009,823.40,832.00,819.30,826.50,825.234405313077598279,937611,26740,773748856.00,154732,16.50,12.70,3.10
21-August-2009,792.00,810.95,781.30,805.55,796.434289952661978327,1305082,36837,1039412056.00,129011,9.89,29.65,13.55
20-August-2009,800.00,811.85,792.60,797.05,802.854412463910532523,1133641,28622,910148679.00,199445,17.59,19.25,-2.95
19-August-2009,829.65,829.65,780.00,784.45,797.263127208085506014,1788880,45744,1426208063.00,235158,13.15,49.65,-45.20
18-August-2009,794.95,824.70,786.55,817.25,813.312525072943488457,1697547,44403,1380636237.00,125715,7.41,38.15,22.30
17-August-2009,841.00,843.00,792.25,798.20,812.526118914024993150,1594917,41441,1295911720.00,352770,22.12,50.75,-42.80
14-August-2009,857.00,870.45,845.00,855.10,858.691118368642304841,1550267,39607,1331200504.00,93815,6.05,25.45,-1.90
13-August-2009,842.80,861.80,832.15,854.10,845.787784529643617444,1420019,36114,1201034724.00,178322,12.56,29.65,11.30
12-August-2009,816.65,829.50,793.30,823.80,809.980628718640077296,1848458,47071,1497215173.00,205802,11.13,36.20,7.15
11-August-2009,827.35,847.25,812.00,826.65,831.444093597640190129,1635725,39889,1360013890.00,114077,6.97,35.25,-0.70
10-August-2009,864.00,887.35,811.00,821.80,844.288220562890197777,1959423,47988,1654317758.00,220104,11.23,76.35,-42.20
7-August-2009,884.80,884.80,841.00,847.45,863.794478377056477067,1772631,43577,1531188870.00,240638,13.58,43.80,-37.35
6-August-2009,911.00,938.00,882.65,889.80,913.305923241712130825,2578588,63886,2355039694.00,213600,8.28,55.35,-21.20
5-August-2009,928.80,928.80,898.20,913.30,910.150419773693257150,1730218,41424,1574758639.00,94121,5.44,30.60,-15.50
4-August-2009,911.00,930.95,899.05,912.15,916.144730481024897268,2399460,59528,2198252635.00,170197,7.09,31.90,1.15
3-August-2009,896.00,914.15,862.40,902.70,884.179782306038848864,1545013,39290,1366069258.00,139041,9.00,51.75,6.70
31-July-2009,877.45,897.75,867.10,883.85,886.374020937036682094,1773890,43263,1572330012.00,182077,10.26,30.65,6.40
30-July-2009,875.25,875.25,845.00,861.40,861.423237097498653568,1409281,36127,1213987401.00,87755,6.23,30.25,-13.85
29-July-2009,881.00,894.20,849.00,868.75,869.645201032932143006,1648511,42819,1433619680.00,147652,8.96,45.20,-12.25
28-July-2009,914.45,915.00,880.00,892.00,896.266239661001327544,1801069,47261,1614237340.00,126110,7.00,35.00,-22.45
27-July-2009,918.65,918.65,892.10,901.55,904.363785339697046723,1408402,38361,1273707764.00,103062,7.32,26.55,-17.10
24-July-2009,898.65,911.00,882.50,900.30,897.870412984051370026,1932956,50279,1735544002.00,193912,10.03,28.50,1.65
23-July-2009,885.00,894.00,871.00,885.85,882.936814690365731813,1885644,46261,1664904507.00,132121,7.01,23.00,0.85
22-July-2009,878.00,911.60,857.00,867.30,884.829268157552109097,2526910,65316,2235883926.00,143859,5.69,54.60,-10.70
21-July-2009,888.00,896.40,861.25,869.30,877.438712591131552024,2386934,61813,2094388296.00,166518,6.98,35.15,-18.70
20-July-2009,880.00,890.00,835.70,883.90,870.470446067908905592,1998059,51871,1739251309.00,99328,4.97,54.30,3.90
17-July-2009,823.50,878.95,820.25,868.85,850.153195870678630982,2315441,57933,1968479566.00,322199,13.92,58.70,45.35
16-July-2009,845.00,851.50,798.10,812.15,820.004468316051495874,2299524,57833,1885619955.00,134708,5.86,53.40,-32.85
15-July-2009,806.00,824.50,792.00,820.65,811.446961714990583868,1745409,48762,1416306830.00,101792,5.83,32.50,14.65
14-July-2009,738.05,799.00,738.05,789.20,772.087171552174484473,1810866,47413,1398146408.00,214308,11.83,60.95,51.15
13-July-2009,738.00,738.00,700.70,725.40,717.034866488575434809,2105288,54856,1509564900.00,149687,7.11,37.30,-12.60
10-July-2009,775.00,804.00,720.00,744.05,776.864750974080975775,2597320,62772,2017766355.00,344206,13.25,84.00,-30.95
9-July-2009,767.35,783.40,744.00,765.10,766.261715726844099931,2607478,64393,1998010566.00,225693,8.66,39.40,-2.25
8-July-2009,814.85,817.90,756.35,760.80,783.611029581830993238,2230964,55973,1748207997.00,238680,10.70,61.55,-54.05
7-July-2009,850.00,854.70,810.00,829.55,828.975199393392283788,2284178,57261,1893526913.00,208319,9.12,44.70,-20.45
6-July-2009,943.00,959.50,823.00,833.50,885.458046964490263459,3038040,76649,2690056965.00,553412,18.22,136.50,-109.50
3-July-2009,906.00,947.00,900.00,937.90,934.620828978432286421,1574854,42629,1471891351.00,122980,7.81,47.00,31.90
2-July-2009,949.00,954.40,912.85,932.30,932.662423893112281757,2505358,62954,2336653265.00,108346,4.32,41.55,-16.70
1-July-2009,916.70,948.50,876.25,938.70,916.680440661760343931,2865690,69978,2626921972.00,182327,6.36,72.25,22.00
30-June-2009,973.90,978.00,891.95,900.35,931.444598640824770203,2007541,48915,1869913221.00,343710,17.12,86.05,-73.55
29-June-2009,960.00,987.00,947.95,959.65,970.076430807677474604,1869521,52262,1813578259.00,127739,6.83,39.05,-0.35
26-June-2009,920.00,944.00,905.65,938.75,925.999266974275675981,1680705,45859,1556331598.00,232841,13.85,38.35,18.75
25-June-2009,931.00,931.00,880.10,897.55,906.690386273404896988,1714278,45109,1554319382.00,137222,8.00,50.90,-33.45
24-June-2009,910.00,923.90,890.00,911.75,909.187876305956878841,1912008,48290,1738374493.00,120726,6.31,33.90,1.75
23-June-2009,886.35,911.15,855.00,895.70,881.077799894467228652,2571713,64884,2265879232.00,156186,6.07,56.15,9.35
22-June-2009,924.55,949.50,891.05,897.95,919.286935272856652815,2428363,61584,2232362380.00,187267,7.71,58.45,-26.60
19-June-2009,908.00,930.00,860.10,919.00,897.831393248782178739,2677117,68505,2403599686.00,195393,7.30,69.90,11.00
18-June-2009,915.00,950.90,868.00,884.50,904.849632008181978295,2941098,71473,2661251443.00,200988,6.83,82.90,-30.50
17-June-2009,999.00,1005.00,911.00,926.00,965.156538108980791239,2396771,58881,2313259201.00,321790,13.43,94.00,-73.00
16-June-2009,910.00,1008.00,900.35,998.60,972.517649361757113893,2600264,70037,2528802633.00,267912,10.30,107.65,88.60
15-June-2009,965.00,1001.50,932.00,940.70,966.620467253343965672,2106780,52895,2036456668.00,190352,9.04,69.50,-24.30
12-June-2009,1015.00,1029.00,962.40,970.70,993.913728137990715953,2313431,60496,2299350830.00,241962,10.46,66.60,-44.30
11-June-2009,985.00,1023.00,952.00,1006.70,994.570940469994741440,2955182,78579,2939138141.00,224623,7.60,71.00,21.70
10-June-2009,970.50,1012.00,960.00,980.60,987.701642438052960247,1775105,47666,1753274124.00,207396,11.68,52.00,10.10
9-June-2009,925.00,967.95,902.10,959.55,942.540844707564827861,1901960,48334,1792674985.00,163752,8.61,65.85,34.55
8-June-2009,1005.00,1017.70,919.00,929.55,967.715886399711589112,2285628,55459,2211838526.00,360035,15.75,98.70,-75.45
5-June-2009,1055.00,1066.00,990.00,1003.60,1030.483949282175519262,2733398,69089,2816722766.00,311131,11.38,76.00,-51.40
4-June-2009,955.00,1041.80,952.00,1035.10,996.984856333123963590,3432524,80570,3422174447.00,428284,12.48,89.80,80.10
3-June-2009,971.10,996.80,950.00,968.15,974.212039672810134297,2310096,51777,2250523336.00,188097,8.14,46.80,-2.95
2-June-2009,995.00,995.00,940.00,964.40,959.939322480787574465,2222520,50495,2133484343.00,195284,8.79,55.00,-30.60
1-June-2009,950.00,985.00,945.30,978.95,969.583149618857676060,2683512,56990,2601888017.00,358155,13.35,39.70,28.95
29-May-2009,947.35,972.00,934.00,942.65,957.190822321216618797,2337955,54962,2237869069.00,305157,13.05,38.00,-4.70
28-May-2009,920.00,967.90,910.50,930.80,945.547377584991278802,3558571,79540,3364797477.00,263141,7.39,57.40,10.80
27-May-2009,893.00,924.90,880.00,919.85,906.756030452291031532,2813056,65502,2550755492.00,297567,10.58,44.90,26.85
26-May-2009,925.00,936.35,845.10,854.60,889.770904313018501825,2945385,58965,2620717875.00,361735,12.28,91.25,-70.40
25-May-2009,911.85,933.10,899.00,918.65,920.126389041395411506,2085521,48744,1918942907.00,140424,6.73,34.10,6.80
22-May-2009,862.00,910.00,845.00,903.00,894.949398267088209822,3443222,75805,3081509457.00,327495,9.51,65.00,41.00
21-May-2009,845.00,888.00,835.00,857.25,867.886984440182516361,2351570,53121,2040896996.00,193347,8.22,53.00,12.25
20-May-2009,887.00,904.00,838.00,846.10,863.978844479392021934,2914842,66223,2518361823.00,522840,17.94,66.00,-40.90
19-May-2009,773.00,940.00,745.25,910.15,879.899010916726234920,6593277,134098,5801417911.00,1040228,15.78,194.75,137.15
18-May-2009,690.00,764.00,673.00,740.40,722.557530358721444191,21493,523,15529929.00,20731,96.45,91.00,50.40
15-May-2009,575.75,598.70,575.55,590.80,586.912756290751302801,2620315,55448,1537896299.00,258345,9.86,23.15,15.05
14-May-2009,552.00,575.50,542.00,569.70,563.681895449484879945,3327865,62140,1875857251.00,121807,3.66,33.50,17.70
13-May-2009,575.00,592.15,555.20,570.00,574.477239312966789278,4664578,82915,2679693892.00,206563,4.43,36.95,-5.00
12-May-2009,539.00,573.00,530.00,568.25,549.646567103143541616,3501751,68475,1924725416.00,291572,8.33,43.00,29.25
11-May-2009,595.00,595.00,541.00,545.75,558.435413577701546749,2735544,52322,1527624645.00,276377,10.10,54.00,-49.25
8-May-2009,605.00,608.00,565.25,574.75,580.777190445173090157,2717370,53540,1578186514.00,227336,8.37,42.75,-30.25
7-May-2009,590.00,608.90,584.00,597.25,596.973927113295321457,3063604,59166,1828891711.00,151726,4.95,24.90,7.25
6-May-2009,606.00,623.10,570.00,582.20,603.094290248202166890,4056411,76175,2446398313.00,280142,6.91,53.10,-23.80
5-May-2009,570.00,611.70,562.00,601.10,591.164007706273460103,5044202,93181,2981950670.00,308800,6.12,49.70,31.10
4-May-2009,535.00,569.85,535.00,565.30,560.210532355984465939,2709916,53849,1518123485.00,449984,16.61,34.85,30.30
29-April-2009,508.35,527.00,497.70,524.60,514.139779999720389404,3004178,60137,1544567416.00,358367,11.93,29.30,16.25
28-April-2009,529.70,544.50,488.35,492.95,518.056651880157863249,4270785,77738,2212508578.00,376741,8.82,56.15,-36.75
27-April-2009,554.95,568.00,526.00,532.25,546.007567986934296113,3825588,74608,2088800000.00,375650,9.82,42.00,-22.70
24-April-2009,533.00,562.80,525.25,557.05,548.372858748575966630,3941270,73775,2161285497.00,271521,6.89,37.55,24.05
23-April-2009,512.25,535.00,496.50,531.90,517.143187553901053842,4249685,82476,2197695647.00,286048,6.73,38.50,19.65
22-April-2009,520.00,529.40,502.00,509.60,513.758589313910739837,4186190,77213,2150691069.00,259587,6.20,27.40,-10.40
21-April-2009,510.00,522.90,496.05,508.05,509.464082242796670212,5010530,98453,2552685068.00,203257,4.06,26.85,-1.95
20-April-2009,522.10,551.90,512.15,524.25,534.120477945082751030,4574082,82605,2443110864.00,151441,3.31,39.75,2.15
17-April-2009,525.85,565.90,514.70,523.35,542.223727550243960772,6104465,100837,3309985767.00,300201,4.92,51.20,-2.50
16-April-2009,555.00,582.00,505.00,517.10,548.376060287939843193,8174902,131290,4482920552.00,499718,6.11,77.00,-37.90
15-April-2009,470.00,569.00,460.00,547.35,513.195286181205155714,6695251,103976,3435971253.00,381177,5.69,109.00,77.35
13-April-2009,494.40,494.40,469.00,480.80,482.787999392520002877,3127675,55335,1510003956.00,229112,7.33,25.40,-13.60
9-April-2009,460.00,478.70,447.65,466.70,466.893583723926409366,4865891,81755,2271853287.00,248820,5.11,31.05,6.70
8-April-2009,415.00,459.90,402.60,454.10,435.583977556015783805,4645521,82220,2023514515.00,274900,5.92,57.30,39.10
6-April-2009,428.00,434.90,407.10,429.25,422.873461799106211273,3872056,74576,1637389725.00,257522,6.65,27.80,1.25
2-April-2009,398.00,424.50,397.55,411.65,416.193908853383347783,4238775,76080,1764152336.00,386227,9.11,26.95,13.65
1-April-2009,359.50,392.20,346.50,386.65,374.367398358175399366,6582920,108336,2464430634.00,593517,9.02,45.70,27.15
31-March-2009,340.00,362.50,331.15,353.55,350.608297926212469528,4178538,75275,1465030096.00,370920,8.88,31.35,13.55
30-March-2009,368.65,368.65,333.40,337.90,349.346681846834202530,3248976,53957,1135018985.00,404005,12.43,35.25,-30.75
27-March-2009,357.00,376.40,356.00,371.60,368.154293274546212691,5367162,90433,1975943733.00,513027,9.56,20.40,14.60
26-March-2009,363.80,366.90,349.10,355.95,357.889817587372455029,3162610,53355,1131865916.00,415579,13.14,17.80,-7.85
25-March-2009,342.60,358.90,339.00,356.80,349.829832081221008963,4825845,84492,1688224546.00,264205,5.47,19.90,14.20
24-March-2009,369.30,381.20,338.00,340.85,361.924856793147079435,6873449,112685,2487672045.00,527544,7.68,43.20,-28.45
23-March-2009,318.30,370.55,317.90,363.00,345.870125683131215768,5148901,80206,1780851036.00,578783,11.24,52.65,44.70
20-March-2009,316.00,317.00,307.70,312.80,312.698155176054493196,1889557,35830,590860988.00,91771,4.86,9.30,-3.20
19-March-2009,320.40,326.55,311.55,318.55,319.271670619235836627,2277000,42615,726981594.00,119285,5.24,15.00,-1.85
18-March-2009,317.00,329.90,316.15,317.75,323.536102887119288608,2860533,49821,925485699.00,173284,6.06,13.75,0.75
17-March-2009,317.70,318.90,306.35,312.10,312.574528744952561347,3472801,56584,1085509136.00,481310,13.86,12.55,-5.60
16-March-2009,314.95,322.00,303.20,315.90,313.084805611563753509,3605127,67852,1128710486.00,218260,6.05,18.80,0.95
13-March-2009,292.60,314.00,290.10,310.50,303.796384409280983390,3108593,56845,944379314.00,459380,14.78,23.90,17.90
12-March-2009,288.00,292.00,276.10,284.05,283.735993584056010453,4339190,67497,1231184386.00,808181,18.63,15.90,-3.95
9-March-2009,282.00,285.30,274.20,281.00,279.951041030548846253,3291450,59412,921444854.00,255146,7.75,11.10,-1.00
6-March-2009,305.00,310.70,284.10,287.00,294.419778994993716567,5424583,101989,1597104528.00,437917,8.07,26.60,-18.00
5-March-2009,329.00,332.50,303.10,306.10,316.824440410646824118,2998002,59787,949840306.00,240756,8.03,29.40,-22.90
4-March-2009,324.40,329.00,318.60,324.15,324.563052304581985328,2097235,45395,680684993.00,145461,6.94,10.40,-0.25
3-March-2009,329.10,335.25,318.15,320.85,328.149927849420907068,2277182,49942,747257109.00,148606,6.53,17.10,-8.25
2-March-2009,344.90,346.00,324.10,327.45,335.323398105402353326,1879977,40900,630400276.00,365310,19.43,21.90,-17.45
27-February-2009,368.00,373.90,347.10,352.00,355.262633634123360150,2207520,48143,784249369.00,297879,13.49,26.80,-16.00
26-February-2009,380.00,380.70,363.00,365.50,369.354053099894602747,1555069,36005,574371038.00,222068,14.28,17.70,-14.50
25-February-2009,378.00,390.00,378.00,380.65,384.620312392144085837,1810865,38921,696495462.00,189661,10.47,12.00,2.65
24-February-2009,360.00,376.40,357.00,373.30,368.947315617734737662,1950635,43505,719681547.00,192585,9.87,19.40,13.30
20-February-2009,375.00,376.70,366.00,370.60,371.469136598242036734,1272154,32417,472565948.00,146379,11.51,10.70,-4.40
19-February-2009,387.50,387.50,376.25,381.20,381.585869400313537194,1502852,34552,573467087.00,152626,10.16,11.25,-6.30
18-February-2009,375.50,387.25,366.00,378.90,380.511589547172520937,2451088,55669,932667391.00,192847,7.87,21.25,3.40
17-February-2009,393.25,394.00,377.30,380.75,383.198168135916357226,1905054,44364,730013203.00,269083,14.12,16.70,-12.50
16-February-2009,428.65,437.00,396.00,397.85,410.308630962504590346,2881046,62344,1182118040.00,444818,15.44,41.00,-30.80
13-February-2009,420.30,436.90,420.30,431.30,431.313666374738247642,2084986,47434,899282956.00,343917,16.49,16.60,11.00
12-February-2009,423.45,432.90,414.50,417.00,422.993754190853026764,3085589,66896,1305184875.00,271306,8.79,18.40,-6.45
11-February-2009,404.00,428.10,395.50,425.75,414.083833245315817847,4362768,88429,1806551697.00,374969,8.59,32.60,21.75
10-February-2009,390.20,413.70,390.20,409.55,404.861436746666187448,4006524,83197,1622087063.00,411579,10.27,23.50,19.35
9-February-2009,381.00,394.00,375.50,388.20,384.381320377097155746,2308901,50429,887498415.00,291257,12.61,18.50,7.20
6-February-2009,371.20,382.75,370.50,376.35,377.261120789880700921,2004961,46522,756393834.00,266062,13.27,12.25,5.15
5-February-2009,375.00,379.55,363.00,367.50,369.129723436696303916,2177440,49464,803757825.00,196069,9.00,16.55,-7.50
4-February-2009,385.00,386.90,369.10,372.40,377.985396343509193820,2205612,49502,833689126.00,237024,10.75,17.80,-12.60
3-February-2009,392.40,396.00,371.50,376.30,383.617159996184505681,3166038,73544,1214546506.00,318286,10.05,24.50,-16.10
2-February-2009,425.00,425.00,381.00,387.50,402.832565816045529649,2723500,61961,1097114493.00,505817,18.57,44.00,-37.50
30-January-2009,390.00,425.00,381.00,420.95,408.218998567015700166,2681118,65314,1094483305.00,396763,14.80,44.00,30.95
29-January-2009,415.00,422.90,393.10,399.15,407.469599312296809770,2186990,53944,891131939.00,225814,10.33,29.80,-15.85
28-January-2009,404.90,417.70,401.00,413.20,410.041946735289490288,1836901,49926,753206462.00,254591,13.86,16.70,8.30
27-January-2009,389.90,402.70,384.00,397.70,393.653364698136103848,2089816,51393,822663100.00,215801,10.33,18.70,7.80
23-January-2009,391.15,396.00,376.15,379.80,383.557644991607552528,2225215,55192,853498225.00,161034,7.24,19.85,-11.35
22-January-2009,404.40,407.00,382.80,391.15,394.233115942554668098,2894787,71183,1141220899.00,256483,8.86,24.20,-13.25
21-January-2009,409.90,423.40,386.30,394.20,408.147611178045372155,3738328,86161,1525789643.00,511058,13.67,37.10,-15.70
20-January-2009,420.00,426.80,410.10,417.30,419.491060061260933340,3593481,77844,1507433154.00,176031,4.90,16.70,-2.70
19-January-2009,431.00,437.95,423.00,427.25,431.408959531389060039,2804544,64396,1209905409.00,213603,7.62,14.95,-3.75
16-January-2009,418.70,433.00,411.15,428.10,425.606182984588150306,2839179,68742,1208372137.00,178286,6.28,21.85,9.40
15-January-2009,415.00,423.80,392.15,412.55,411.968468066184035975,3224826,84147,1328526627.00,207074,6.42,31.65,-2.45
14-January-2009,415.10,441.00,412.85,433.00,426.410160233935481956,3100342,73598,1322017329.00,361743,11.67,28.15,17.90
13-January-2009,441.00,451.65,398.00,409.15,423.029218839836677831,4111628,100453,1739338781.00,390862,9.51,53.65,-31.85
12-January-2009,474.70,490.00,433.35,437.50,456.292932576124048769,3805729,83485,1736527246.00,479443,12.60,56.65,-37.20
9-January-2009,535.00,554.00,463.10,478.60,489.561275422926632123,4114839,95042,2014465829.00,564706,13.72,90.90,-56.40
7-January-2009,610.00,618.00,506.50,518.65,567.362074071003218804,3377030,74046,1915998745.00,378102,11.20,111.50,-91.35
6-January-2009,600.00,625.00,583.05,603.45,606.067534228312845395,3975510,86611,2409427543.00,119191,3.00,41.95,3.45
5-January-2009,580.00,609.40,576.00,604.95,596.984478131887048616,3235693,72933,1931658497.00,270847,8.37,33.40,24.95
2-January-2009,570.00,584.20,563.00,567.90,573.137983960412934049,2344200,56167,1343550062.00,160097,6.83,21.20,-2.10
1-January-2009,544.90,564.80,542.00,560.60,555.843750433212887593,1659115,42814,922208704.00,141254,8.51,22.80,15.70
31-December-2008,566.00,571.80,537.10,541.70,553.447499078761079110,2474928,61852,1369742712.00,178573,7.22,34.70,-24.30
30-December-2008,546.00,564.80,537.05,558.45,552.828710490435711645,2575832,62623,1423993883.00,145828,5.66,27.75,12.45
29-December-2008,509.20,544.80,499.00,540.35,523.344004711114129443,3180564,79290,1664529101.00,169101,5.32,45.80,31.15
26-December-2008,546.00,563.00,510.00,515.85,537.163023295288744431,3293241,76715,1769007292.00,230457,7.00,53.00,-30.15
24-December-2008,526.25,558.80,526.00,546.25,544.138331223368973050,2721215,72180,1480717389.00,123533,4.54,32.80,20.00
